Geneid	BT1	BT2	BT3	BT4	BT5	CH1	CH2	CH3	CH4	CH5	HT1	HT2	HT3	HT4	HT5	LS1	LS2	LS3	LS4	LS5	LT1	LT2	LT3	LT4	LT5	QY1	QY2	QY3	QY4	QY5
CHODL	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.120	0.000	0.000	0.000	0.072	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.100	0.092
TMPRSS15	0.000	0.000	0.033	0.051	0.000	0.000	0.000	0.021	0.032	0.041	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.032	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NCAM2	0.000	0.046	0.000	0.068	0.083	0.000	0.024	0.056	0.064	0.014	0.008	0.008	0.009	0.075	0.224	0.027	0.079	0.046	0.022	0.097	0.039	0.023	0.029	0.012	0.008	0.102	0.006	0.018	0.053	0.054
LOC107051636	1.809	17.105	0.971	20.273	1.399	4.611	8.078	42.115	3.204	4.631	1.352	0.633	2.315	3.845	4.269	0.879	0.838	1.075	1.007	1.179	38.122	9.458	8.718	7.017	23.448	1.804	0.799	6.341	0.244	21.108
MRPL39	8.907	6.305	4.778	4.704	6.587	8.883	7.156	6.892	6.355	7.295	5.570	5.824	4.853	3.301	3.947	9.696	8.164	7.247	6.559	10.716	6.746	5.061	11.549	10.610	10.497	8.214	8.803	7.343	4.125	9.512
JAM2	11.028	17.739	35.844	42.277	9.365	8.447	17.708	8.327	20.353	9.371	48.810	64.529	41.452	31.454	28.171	7.726	13.192	10.374	10.752	11.386	11.447	17.303	16.966	17.889	12.278	5.742	13.661	34.176	37.333	10.336
ATP5J	76.809	85.233	62.442	46.557	66.589	87.092	95.667	92.625	69.241	91.170	51.943	55.832	74.862	56.261	50.969	78.223	96.849	95.921	84.159	108.231	77.798	69.147	94.240	84.461	86.157	84.404	80.846	69.227	47.232	71.515
GABPA	26.841	19.930	21.529	18.803	24.341	30.338	20.072	20.169	19.758	30.105	17.861	24.505	12.983	14.451	15.436	31.871	30.840	26.458	26.959	25.825	20.046	17.932	22.347	22.717	21.133	21.906	19.970	22.405	20.048	29.164
APP	63.009	79.359	72.504	72.270	61.427	59.227	68.063	61.139	69.665	45.591	82.879	101.240	61.870	68.080	70.460	50.110	62.117	59.445	74.844	62.416	65.178	65.862	68.878	71.972	79.929	51.596	65.357	75.340	68.415	91.119
CYYR1	50.962	19.176	8.179	12.242	52.169	110.718	20.112	36.590	14.913	92.131	6.074	9.227	8.115	13.087	15.719	92.305	85.783	84.537	102.260	55.108	32.819	12.016	29.449	23.236	28.560	61.316	28.472	8.140	7.863	39.967
ADAMTS1	8.667	36.731	41.235	22.106	15.088	15.775	25.598	12.561	36.906	22.682	33.458	58.708	21.422	63.363	57.152	29.171	24.376	16.924	18.214	29.740	16.970	50.300	25.348	34.712	22.654	14.671	28.864	38.149	51.912	9.318
ADAMTS5	0.673	1.286	0.707	0.637	1.952	1.441	1.055	0.613	1.205	1.100	1.299	3.042	0.409	1.665	1.904	1.375	1.071	0.777	0.828	1.030	0.992	0.972	0.920	1.269	0.972	0.439	0.643	0.705	0.968	0.803
N6AMT1	15.393	26.625	16.651	14.149	22.436	34.213	22.552	10.087	17.578	7.500	8.870	8.758	10.442	12.879	13.747	22.109	25.037	22.718	18.863	21.235	18.302	25.634	30.359	27.740	32.502	24.867	22.041	16.613	12.735	22.171
LTN1	5.808	6.784	8.607	7.310	3.955	6.021	6.886	5.364	7.083	4.231	8.486	8.492	4.155	6.942	6.019	4.535	5.221	4.390	6.211	4.317	7.272	7.624	6.314	7.296	6.236	4.591	6.129	10.435	9.073	9.344
RWDD2B	5.079	5.809	5.827	5.078	3.673	6.185	3.764	8.670	5.053	7.318	3.072	4.545	3.626	6.311	5.300	6.930	6.324	4.783	3.482	5.853	6.832	5.227	6.968	8.285	7.027	4.653	4.428	4.632	3.131	5.215
USP16	10.541	13.041	12.193	11.559	11.704	11.791	12.244	12.290	12.326	10.353	8.891	8.724	7.585	10.991	10.095	12.469	17.431	11.723	13.183	10.479	11.599	9.191	13.601	13.901	14.071	9.692	10.144	12.561	11.002	19.459
CCT8	25.313	26.952	32.088	29.853	19.169	21.977	29.430	28.514	30.870	22.794	33.768	35.868	26.349	20.526	20.134	28.305	25.051	27.583	30.401	34.104	25.901	19.989	26.291	28.590	27.022	29.046	27.883	28.453	24.617	35.399
MAP3K7CL	0.924	0.113	0.716	0.208	0.255	0.532	0.394	0.000	0.184	0.477	0.315	0.392	0.709	0.368	0.183	0.404	0.385	0.673	0.551	1.381	0.127	0.075	0.196	0.496	0.229	1.256	0.188	0.401	0.144	0.106
BACH1	18.235	12.047	18.921	15.011	20.416	21.234	14.210	11.707	15.373	18.640	20.019	30.630	16.243	14.690	13.703	18.567	20.278	19.193	21.271	16.769	14.999	23.270	16.420	16.834	14.678	15.987	12.607	33.729	23.399	15.299
GRIK1	0.353	0.478	1.225	1.571	0.628	0.077	0.313	0.178	0.229	0.081	0.172	0.819	0.318	0.309	0.510	0.838	1.250	0.817	0.766	0.422	0.784	0.877	0.646	0.893	0.365	1.517	0.411	0.569	0.274	0.421
LOC427973	0.000	0.013	0.000	0.014	0.017	0.016	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.021	0.000	0.000	0.025	0.000	0.000	0.000	0.000	0.000	0.000	0.013	0.034	0.000	0.000	0.000	0.018
CLDN8	0.039	0.043	0.000	0.032	0.078	0.000	0.000	0.013	0.000	0.000	0.000	0.000	0.000	0.047	0.187	0.017	0.000	0.014	0.000	0.000	0.012	0.014	0.000	0.000	0.015	0.038	0.000	0.000	0.011	0.020
TIAM1	8.305	2.994	3.624	4.243	10.456	13.144	4.890	5.416	3.209	6.172	2.145	2.704	2.118	4.383	4.888	7.430	6.897	9.361	10.374	4.162	7.618	3.832	8.790	6.255	6.110	7.166	6.821	3.981	4.329	7.044
SOD1	162.189	140.365	88.682	101.148	165.116	157.171	137.006	194.115	114.851	139.019	162.800	153.977	145.414	87.444	87.687	229.712	188.377	197.336	218.410	184.000	222.936	117.139	181.181	170.782	199.185	136.967	163.437	111.872	104.928	187.848
SCAF4	9.585	9.445	12.719	10.278	10.224	11.238	7.873	10.602	8.989	9.326	12.813	14.257	8.709	10.831	10.872	8.495	8.738	10.950	9.251	8.213	9.109	10.709	10.353	10.644	11.983	7.939	11.041	13.978	14.522	13.763
HUNK	38.114	13.562	10.682	12.911	21.745	29.350	6.947	8.808	4.627	23.728	8.092	8.399	6.836	9.116	10.271	27.617	27.187	40.430	36.285	20.885	12.935	6.666	17.501	13.623	16.036	21.364	14.824	9.613	7.248	16.520
MIS18A	1.410	3.079	3.503	3.607	1.731	2.755	3.366	4.786	3.371	3.347	3.500	3.073	2.008	3.345	2.555	2.340	1.556	1.700	1.969	2.445	3.839	2.858	3.722	2.991	3.013	1.949	1.978	3.437	3.471	5.599
URB1	1.449	3.825	3.935	3.201	0.968	1.311	3.524	3.050	3.236	1.756	2.257	2.856	1.363	2.023	2.132	1.460	1.979	1.178	1.530	1.331	2.966	2.967	2.537	2.810	2.928	1.430	2.700	3.135	2.740	2.798
EVA1C	17.036	31.418	14.461	18.779	13.971	14.964	15.999	17.397	23.426	19.781	16.202	33.080	18.158	20.559	27.178	5.788	9.208	10.065	7.900	10.438	15.749	14.475	27.075	25.695	33.649	12.307	21.289	14.080	13.312	23.295
C21orf59	10.806	20.864	12.775	15.649	10.519	13.613	16.507	43.279	12.798	13.041	21.687	16.651	11.956	11.685	9.584	5.981	9.795	9.161	12.190	9.583	25.718	13.992	19.466	17.256	13.887	11.551	8.630	11.202	11.565	31.857
SYNJ1	5.919	7.842	7.903	8.242	7.941	7.958	5.496	8.240	7.273	6.527	6.734	7.086	4.261	7.917	7.355	5.884	4.656	4.956	5.616	4.182	6.773	6.833	6.618	6.622	7.165	6.344	6.041	8.352	7.872	8.508
PAXBP1	17.422	16.365	15.127	15.515	23.407	24.149	15.102	17.029	15.755	16.623	21.349	20.071	14.399	13.544	13.417	20.217	21.107	19.718	23.539	19.067	17.277	14.927	19.137	19.491	16.130	14.678	17.186	18.905	16.389	19.279
C21orf62	0.168	0.000	0.000	0.025	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.037	0.055	0.000	0.046	0.067	0.000	0.000	0.000	0.086	0.018	0.000	0.000	0.000	0.035	0.000	0.000
OLIG2	0.000	0.000	0.000	0.141	0.346	0.000	0.000	0.059	0.000	0.000	0.067	0.105	0.000	0.000	0.000	0.076	0.000	0.000	0.000	0.000	0.054	0.000	0.143	0.000	0.130	0.341	0.000	0.000	0.000	0.180
IFNAR2	13.174	19.015	27.494	27.413	19.342	26.815	27.546	22.019	29.477	17.868	42.949	39.980	19.748	24.328	21.053	15.988	16.823	15.268	16.665	18.292	19.032	29.473	20.221	24.520	22.034	15.492	13.446	33.839	25.708	27.787
IL10RB	4.794	10.352	10.142	9.611	7.013	4.518	8.178	11.992	10.553	4.954	13.350	14.385	9.999	11.352	11.257	3.495	12.328	5.337	8.432	5.373	8.590	7.769	10.626	11.063	10.221	7.952	7.246	12.933	9.186	15.663
IFNAR1	2.200	6.911	10.295	7.854	4.229	4.093	10.201	9.018	11.124	2.654	9.358	12.976	6.913	5.813	6.774	5.167	2.934	2.057	2.144	3.639	4.499	9.406	8.663	9.193	5.372	2.041	4.753	11.732	8.622	8.648
IFNGR2	54.812	40.718	44.868	42.451	42.986	57.895	50.410	49.988	47.673	45.820	39.044	55.093	37.409	27.177	31.052	69.862	52.718	54.387	45.360	50.613	45.906	41.579	44.122	41.865	48.284	42.411	38.172	54.408	33.303	60.817
TMEM50B	21.488	30.364	47.956	35.424	30.276	26.888	35.849	31.461	36.922	28.000	53.968	55.120	41.190	33.714	31.395	35.025	31.492	30.339	33.129	31.992	30.875	34.015	33.055	37.527	30.640	24.476	25.002	50.004	35.454	39.810
DNAJC28	2.916	4.418	2.385	4.129	5.345	9.530	5.230	9.013	6.564	7.243	1.791	2.679	3.705	4.743	6.063	4.141	6.819	4.861	6.466	5.713	8.274	4.603	4.704	3.142	4.970	7.302	6.271	4.764	5.913	4.995
GART-B	0.000	0.080	0.094	0.035	0.000	0.000	0.000	0.073	0.078	0.000	0.008	0.035	0.026	0.000	0.052	0.077	0.000	0.016	0.070	0.068	0.027	0.048	0.167	0.050	0.098	0.043	0.000	0.049	0.025	0.147
GART	2.032	3.810	2.993	2.855	2.794	2.104	3.526	4.111	3.589	1.911	1.468	1.827	1.599	1.813	1.661	2.648	3.572	2.049	2.212	2.487	3.009	3.334	3.355	3.261	4.879	1.933	3.111	3.211	1.601	4.485
SON	13.101	18.781	33.710	24.805	13.843	18.907	24.224	19.875	21.967	17.113	26.816	28.824	12.773	23.310	22.591	15.598	14.098	14.180	17.228	13.978	20.987	28.713	22.632	21.742	19.589	13.793	20.011	33.212	31.262	23.129
DONSON	0.544	1.794	1.312	1.580	0.405	0.768	1.321	1.796	1.089	1.264	1.357	0.819	1.007	1.805	0.971	0.436	0.680	0.363	0.583	0.703	1.770	1.652	1.139	0.825	0.945	0.355	0.665	1.770	0.889	1.449
CRYZL1	2.595	6.769	6.740	5.231	2.431	4.245	5.037	9.940	5.743	4.655	6.258	3.171	3.908	4.253	4.899	4.038	5.496	2.634	3.282	6.616	9.382	5.839	4.255	5.727	4.972	3.484	4.522	6.115	3.524	5.909
ITSN1	5.323	4.184	4.757	4.293	6.969	10.002	5.097	4.278	4.032	6.389	2.732	2.992	1.388	3.275	3.545	7.890	7.901	5.419	6.711	5.013	5.277	4.088	4.956	4.941	6.544	5.902	6.040	5.006	4.038	5.861
ATP5O	177.490	212.490	231.095	191.057	226.325	230.656	234.830	242.312	220.724	314.157	164.930	142.389	194.321	192.489	193.421	279.856	229.498	300.395	240.516	323.536	187.268	202.308	255.062	226.218	204.735	335.038	220.864	171.029	167.267	195.804
MRPS6	28.518	21.294	15.754	15.789	22.025	37.839	23.169	23.498	13.847	31.063	12.214	10.335	13.031	13.580	10.749	29.409	27.392	27.248	30.730	25.508	19.097	10.809	15.427	15.718	17.018	21.303	17.012	13.838	12.771	24.189
SLC5A3	2.728	4.604	6.483	4.977	2.949	4.371	5.407	5.049	3.697	4.441	3.462	3.995	1.919	4.965	5.374	3.730	4.201	3.710	4.224	3.167	5.280	3.371	3.414	3.146	3.538	3.073	3.400	4.394	5.212	6.977
KCNE2	0.055	0.125	0.227	0.126	0.082	0.122	0.135	0.059	0.298	0.130	0.232	0.276	0.093	0.263	0.227	0.144	0.052	0.026	0.055	0.059	0.330	0.071	0.110	0.123	0.242	0.040	0.164	0.199	0.188	0.162
SMIM11	2.536	6.849	6.122	6.311	6.874	3.423	5.576	8.485	6.367	5.056	5.979	4.931	6.285	3.720	3.706	6.203	6.924	6.680	6.311	8.051	6.758	4.036	7.372	8.562	9.794	3.894	7.508	6.082	3.201	6.424
C21orf140	0.000	0.000	0.000	0.075	0.046	0.000	0.000	0.000	0.023	0.000	0.000	0.000	0.000	0.000	0.055	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.100	0.026	0.103	0.000	0.000	0.051	0.000	0.000
KCNE1	0.000	0.000	0.107	0.121	0.099	0.000	0.153	0.000	0.000	0.066	0.000	0.020	0.015	0.000	0.059	0.131	0.000	0.182	0.000	0.000	0.000	0.146	0.109	0.000	0.000	0.000	0.061	0.084	0.028	0.257
RCAN1	13.521	9.757	10.316	10.526	13.292	13.185	8.104	10.885	7.819	12.394	7.416	11.209	5.028	6.308	7.275	13.347	14.790	13.173	13.426	11.408	7.804	6.697	9.149	9.155	9.510	14.936	10.942	7.124	6.630	11.750
CLIC6	2.742	22.587	3.355	12.461	3.040	0.865	4.097	19.533	2.746	3.433	1.110	0.805	0.102	2.140	3.400	3.717	0.255	0.669	1.678	1.372	10.164	5.206	5.165	3.617	6.840	1.132	2.723	1.139	3.127	20.852
RUNX1	2.503	4.797	6.318	6.603	4.444	2.642	5.649	9.913	4.283	3.481	1.974	2.660	1.654	2.513	2.722	4.875	4.300	3.709	1.451	2.986	5.527	5.610	5.545	4.852	3.034	2.548	2.673	5.905	5.231	11.655
SETD4	1.903	2.662	1.454	2.433	1.683	1.961	1.449	2.244	1.806	1.415	1.004	1.166	0.596	2.044	1.844	3.048	1.938	1.587	1.714	1.552	2.522	2.188	3.439	2.286	3.102	1.185	2.012	0.945	1.520	4.719
CBR3	30.778	42.053	26.279	34.549	31.767	28.224	28.003	30.395	27.288	25.935	23.060	23.380	22.519	31.316	32.214	37.152	42.521	28.987	27.449	33.769	26.384	21.007	30.236	32.247	41.827	27.278	31.152	17.619	20.610	38.887
DOP1B	6.807	7.858	5.674	6.191	6.611	5.383	5.777	5.195	5.771	5.471	7.876	7.221	3.599	7.006	7.369	5.307	5.458	4.540	5.472	4.005	6.249	4.951	5.044	5.717	5.425	5.325	5.885	5.555	6.736	7.244
MORC4	21.157	16.990	25.297	20.674	23.556	21.601	17.558	17.380	23.715	19.199	33.366	41.296	15.454	22.068	22.043	26.737	25.705	28.519	27.151	19.356	19.990	30.128	23.797	25.251	20.566	25.125	19.705	38.342	33.389	24.964
CHAF1B	3.023	3.094	3.937	3.815	2.872	4.194	3.481	3.813	3.192	2.663	2.828	2.787	1.704	1.950	2.260	2.233	3.246	2.444	3.464	2.619	2.722	2.354	5.234	4.165	3.505	3.345	5.649	4.203	3.798	6.769
CLDN14	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
SIM2	0.436	0.386	0.359	0.620	0.523	0.556	0.685	0.514	0.619	0.254	0.680	0.288	0.326	0.483	0.512	0.293	0.120	0.221	0.411	0.247	0.316	0.418	0.348	0.399	0.404	0.655	0.322	0.658	0.536	0.732
HLCS	3.190	3.838	8.201	5.679	3.905	4.767	6.168	5.177	6.256	5.041	5.791	5.570	2.816	4.681	4.517	4.255	3.626	3.955	5.930	4.448	4.284	4.582	4.987	4.672	4.900	3.999	4.675	9.208	7.899	7.407
RIPPLY3	0.000	0.015	0.000	0.032	0.020	0.056	0.000	0.053	0.030	0.053	0.068	0.032	0.059	0.016	0.071	0.087	0.000	0.072	0.000	0.000	0.000	0.029	0.032	0.056	0.000	0.039	0.036	0.088	0.000	0.163
PIGP	3.552	7.400	4.257	3.862	2.366	4.594	4.265	7.772	6.145	2.712	5.967	4.963	6.539	2.891	3.915	2.777	2.128	1.570	1.704	2.698	3.587	4.052	5.577	5.807	3.380	4.551	3.744	4.873	3.052	7.370
TTC3	9.149	10.197	12.613	13.484	8.566	12.304	11.393	13.138	12.208	10.112	14.949	15.658	8.114	13.449	12.325	8.898	8.709	8.884	9.039	7.034	11.522	11.626	12.921	12.889	11.570	8.563	10.089	13.901	12.633	16.867
DSCR3	15.383	11.936	10.817	12.361	14.541	19.669	11.953	13.428	11.367	13.711	13.458	12.808	7.311	8.894	9.828	18.094	19.187	15.996	14.900	14.847	12.830	11.527	14.175	15.213	14.085	14.142	10.238	12.383	8.496	18.873
DYRK1A	9.076	9.105	14.669	12.792	12.039	13.452	10.912	8.464	7.482	13.628	7.487	12.814	1.928	11.325	11.140	11.858	11.930	12.850	10.878	6.391	11.793	11.241	11.866	9.693	10.145	9.453	9.791	15.667	14.868	13.212
KCNJ6	0.950	0.174	0.414	0.722	0.177	0.028	0.091	0.000	0.061	0.000	0.023	0.024	0.036	0.142	0.035	0.260	0.000	0.087	0.541	0.153	0.000	0.000	0.049	0.017	0.022	0.087	0.073	0.033	0.033	0.046
KCNJ15	0.690	0.696	3.442	2.630	0.429	0.699	1.443	0.719	1.332	0.734	2.339	2.487	1.642	1.347	1.232	0.755	0.993	1.722	1.537	0.732	1.552	1.661	1.471	2.022	1.928	0.625	0.654	3.389	4.160	1.050
ERG	12.633	4.911	13.974	9.062	9.770	12.852	6.375	3.037	5.880	10.440	11.040	11.624	7.447	9.374	8.798	15.937	11.383	16.377	16.407	12.551	7.247	3.830	11.125	10.691	9.086	11.678	6.621	14.214	10.537	3.990
ETS2	23.753	17.441	25.688	25.615	20.555	25.719	21.933	17.037	19.379	19.531	18.572	14.907	8.731	18.093	20.107	18.277	18.906	18.384	18.169	14.950	19.669	17.374	19.610	20.629	24.337	19.362	22.216	25.374	22.115	24.325
PSMG1	5.186	5.455	9.685	6.631	4.063	5.726	7.062	7.976	6.852	4.829	7.024	7.389	6.259	6.379	6.491	7.402	5.683	5.090	8.654	6.168	8.630	6.833	6.517	6.139	4.951	3.502	5.312	5.071	5.223	7.939
BRWD1	8.700	9.156	14.829	12.255	9.198	10.325	9.505	10.225	10.317	9.241	11.972	14.324	5.591	10.125	9.119	9.314	10.506	8.260	11.611	8.368	9.033	11.208	10.286	10.407	10.109	9.398	9.166	13.995	16.874	15.663
HMGN1	126.472	63.622	63.261	62.357	112.397	129.110	56.334	76.462	69.661	81.764	56.414	93.744	48.156	44.872	43.236	143.824	118.853	128.723	128.318	106.031	90.274	58.426	81.199	74.508	69.945	90.036	76.291	54.087	60.779	94.841
WRB	6.775	8.601	12.161	11.254	5.244	6.078	9.053	8.100	9.627	6.753	14.841	15.673	7.241	11.472	10.395	7.011	6.439	7.739	7.132	9.369	7.315	9.265	7.727	9.899	6.846	8.738	7.051	11.419	10.049	13.613
LCA5L	1.248	2.494	1.435	2.231	1.367	1.801	2.083	3.185	1.251	0.965	0.778	0.783	0.562	0.853	0.910	3.878	2.008	1.365	2.297	1.186	2.323	1.784	2.903	2.109	1.908	2.507	0.935	0.747	1.072	6.427
SH3BGR	0.614	0.193	0.141	0.160	0.065	0.124	1.516	0.044	0.135	0.525	0.025	0.132	0.138	0.315	0.313	0.691	1.235	1.199	0.636	0.136	0.653	0.096	0.288	0.150	0.196	0.000	0.241	0.037	0.074	0.306
IGSF5	2.196	2.636	2.035	1.984	2.133	1.505	1.073	2.818	2.527	1.128	0.518	0.521	0.375	2.704	1.426	1.572	1.749	1.310	1.554	1.394	1.889	1.383	2.428	2.528	4.240	1.759	2.289	0.613	1.120	3.889
PCP4	3.323	10.536	0.943	1.427	3.496	0.000	1.125	4.729	2.698	9.350	0.450	2.826	0.793	4.205	3.840	4.360	8.069	5.128	6.923	12.436	3.637	7.911	7.531	6.173	1.966	1.435	9.860	0.491	0.658	3.328
DSCAM	0.263	0.144	0.292	0.430	0.090	0.000	0.000	0.051	0.046	0.101	0.128	0.030	0.018	0.097	0.253	0.053	0.114	0.044	0.016	0.047	0.028	0.077	0.099	0.043	0.034	0.267	0.037	0.101	0.093	0.211
BACE2	0.969	1.609	1.398	1.490	0.616	0.492	1.305	1.513	1.169	0.473	0.580	0.611	0.436	1.716	1.771	0.487	0.639	0.540	0.290	0.642	1.257	1.147	1.055	1.137	1.446	0.663	0.885	1.106	0.815	1.967
FAM3B	9.004	5.174	4.430	7.396	4.189	6.000	4.755	4.279	7.258	3.773	2.181	2.626	5.272	5.690	5.839	3.011	3.767	6.395	8.126	2.759	6.244	5.082	4.091	6.756	9.296	7.749	10.784	2.929	4.536	10.741
MX1	10.795	14.346	3.868	14.457	6.389	9.490	11.021	18.039	21.116	10.216	6.469	5.123	4.149	13.065	11.706	18.750	7.406	12.371	6.609	11.509	13.168	6.376	20.676	20.888	25.402	12.423	11.420	15.400	14.329	36.558
TMPRSS2	3.527	6.643	2.405	4.763	3.609	3.000	2.547	3.797	4.539	3.217	1.671	3.331	2.209	2.715	2.402	2.707	3.758	2.059	4.909	2.227	4.589	3.237	3.602	4.491	8.387	5.882	3.948	2.378	3.546	5.852
RIPK4	54.319	15.645	11.104	20.179	66.266	56.560	15.027	25.686	13.520	54.225	14.681	16.508	11.530	17.499	18.645	44.959	46.820	65.909	70.255	49.562	35.520	14.299	34.216	26.299	29.420	57.555	30.530	9.445	12.020	34.403
PRDM15	1.020	1.075	1.323	1.462	1.051	1.419	0.941	1.061	0.913	0.830	1.696	1.715	0.876	1.149	1.154	1.255	1.313	1.098	1.376	0.995	0.825	1.297	0.906	0.989	1.027	0.941	1.136	1.838	1.492	1.380
C2CD2	8.010	6.861	9.919	7.445	5.374	6.576	5.843	6.976	4.783	4.463	12.674	9.082	4.565	8.027	7.348	7.746	7.257	7.597	9.807	7.039	5.167	6.107	6.472	5.907	6.663	6.063	6.200	8.789	7.241	9.833
ZBTB21	3.597	4.022	5.093	3.836	3.377	4.574	3.331	4.055	3.389	3.726	3.518	4.016	1.794	3.783	3.835	3.633	3.675	3.156	3.276	2.635	3.936	3.825	4.118	3.828	4.450	2.919	2.463	4.136	4.235	7.114
UMODL1	0.032	0.222	0.000	0.116	0.000	0.000	0.037	0.139	0.016	0.000	0.037	0.019	0.005	0.482	0.227	0.042	0.040	0.081	0.120	0.148	0.158	0.093	0.174	0.136	0.071	0.000	0.010	0.062	0.027	0.813
LOC101747234	0.132	0.000	0.000	0.322	0.049	0.047	0.114	1.402	0.025	0.066	0.038	0.040	0.015	0.040	0.059	0.261	0.062	0.036	0.160	0.000	0.031	0.072	0.000	0.113	0.333	0.097	0.030	0.000	0.084	1.922
ABCG1	4.106	3.947	3.381	5.182	3.389	0.665	2.386	2.882	1.928	1.319	1.150	1.318	0.985	1.754	2.279	2.606	2.430	1.877	2.749	1.504	1.776	3.673	2.800	2.375	1.630	1.620	2.385	2.048	1.703	3.623
TFF3	14.989	20.518	1.473	4.454	2.047	0.809	3.030	2.307	4.739	2.053	1.055	1.379	4.898	5.607	10.831	4.354	1.074	0.876	1.842	4.972	3.513	2.128	2.158	4.102	4.221	5.881	10.809	0.862	1.348	9.474
TMPRSS3	0.000	0.061	0.059	0.045	0.000	0.000	0.000	0.093	0.028	0.000	0.032	0.011	0.008	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.101	0.045	0.000	0.041	0.000	0.000	0.062	0.046	0.000
UBASH3A	0.563	2.167	2.365	2.536	0.590	0.707	4.261	4.487	2.958	1.018	1.189	1.325	1.522	0.511	0.670	1.628	0.665	0.524	0.453	0.776	2.046	2.839	2.179	2.340	1.433	0.597	1.788	4.093	2.385	4.678
RSPH1	0.659	27.304	0.942	5.789	0.109	0.621	6.239	39.193	1.067	4.524	1.645	0.132	0.099	0.350	0.262	2.882	0.687	0.880	2.711	4.090	27.113	2.403	10.984	7.250	12.849	3.763	0.806	1.778	4.496	53.089
SLC37A1	1.117	3.686	1.622	2.094	0.601	1.447	2.447	5.723	3.509	1.700	1.180	1.047	1.153	3.448	3.491	1.058	1.485	1.051	0.749	1.348	2.237	1.544	3.268	3.138	5.479	1.344	2.020	1.403	1.370	4.105
PDE9A	0.489	0.204	0.272	0.308	0.126	0.000	0.097	0.289	0.181	0.067	0.467	0.458	0.335	0.464	0.633	0.066	0.507	0.037	0.054	0.341	0.126	0.314	0.138	0.158	0.208	0.074	0.341	0.481	0.142	0.340
WDR4	2.794	6.089	6.112	6.634	2.790	3.375	5.530	6.318	4.370	3.299	4.784	4.544	2.860	2.854	3.537	4.379	6.925	2.996	4.150	5.516	4.216	4.957	4.360	5.280	5.398	4.343	4.927	5.838	3.378	6.908
NDUFV3	21.568	28.250	23.917	24.698	24.135	30.132	27.823	27.928	38.178	34.291	29.192	30.177	21.202	30.918	28.919	32.121	22.197	26.827	19.449	23.950	23.835	28.507	30.335	34.391	35.916	47.743	25.351	37.389	31.023	29.710
PKNOX1	2.964	2.888	5.323	5.106	3.450	5.201	4.343	3.736	4.622	3.558	4.973	5.485	2.100	4.782	4.894	5.580	4.446	4.439	4.042	3.642	5.480	3.971	3.629	3.630	4.320	3.928	3.469	5.814	6.053	4.380
LOC418544	0.000	0.000	0.000	0.000	0.000	0.040	0.097	0.028	0.022	0.168	0.000	0.051	0.000	0.034	0.150	0.331	0.000	0.031	0.045	0.218	0.026	0.000	0.023	0.024	0.000	0.124	0.154	0.000	0.024	0.000
CBSL	2.720	3.062	2.176	3.941	1.899	4.112	4.092	6.468	8.442	4.482	1.178	1.781	2.076	4.473	4.859	3.487	4.633	2.269	1.696	2.318	5.238	4.731	6.227	5.893	15.732	9.306	13.413	2.067	4.538	10.271
U2AF1	28.488	18.140	28.460	18.572	26.773	40.520	23.326	24.344	21.793	28.542	32.069	30.883	23.143	19.499	20.629	36.960	35.440	33.407	42.131	34.532	24.442	24.806	27.528	27.129	27.132	28.392	24.917	25.775	20.232	24.614
CRYAA	0.108	0.079	0.000	0.044	0.054	0.102	0.165	0.036	0.028	0.072	0.041	0.108	0.032	0.000	0.000	0.047	0.000	0.000	0.116	0.056	0.000	0.157	0.000	0.123	0.000	0.053	0.066	0.120	0.030	0.111
SIK1	13.237	10.591	25.028	22.636	13.761	15.234	12.864	6.681	12.577	13.926	42.866	106.079	13.806	35.419	30.507	22.415	21.235	13.312	18.622	13.602	20.138	12.693	11.029	12.679	17.386	11.737	9.901	18.317	22.333	13.844
HSF2BP	0.091	0.133	0.340	0.331	0.496	0.641	0.453	0.975	0.719	0.542	0.488	0.401	0.627	0.434	0.540	0.079	0.000	0.397	0.584	0.704	0.225	0.298	0.322	0.748	0.710	0.888	0.333	0.861	0.509	0.538
RRP1B	7.487	7.164	8.685	7.053	6.722	7.630	5.955	6.196	5.649	6.073	5.478	6.314	3.059	5.202	5.629	9.071	5.718	5.977	5.915	5.512	6.432	5.371	6.538	6.302	6.909	6.725	6.308	6.765	6.431	9.486
PDXK	20.904	22.446	16.416	12.776	42.281	50.981	21.045	24.898	21.179	44.912	14.418	23.271	6.836	15.096	15.896	44.073	44.399	24.002	29.766	24.982	24.087	14.447	25.061	21.862	20.373	19.210	18.967	15.187	18.324	25.361
