Geneid	BT1	BT2	BT3	BT4	BT5	CH1	CH2	CH3	CH4	CH5	HT1	HT2	HT3	HT4	HT5	LS1	LS2	LS3	LS4	LS5	LT1	LT2	LT3	LT4	LT5	QY1	QY2	QY3	QY4	QY5
KIAA0430	18.382	9.803	13.590	9.462	30.531	37.218	13.421	11.786	10.165	21.590	10.283	11.908	4.413	9.082	8.949	26.753	31.521	24.399	32.803	16.458	18.892	10.531	19.863	16.873	19.375	15.609	15.876	13.424	11.150	16.155
NDE1	53.932	13.321	13.703	14.055	34.445	58.373	19.715	16.812	12.382	35.186	12.702	11.583	7.384	11.132	12.397	54.537	46.695	58.401	61.696	43.191	36.606	12.809	28.126	21.466	25.359	51.587	32.056	9.451	6.549	21.915
MYH11	37.638	582.198	250.554	237.553	18.216	24.484	506.467	152.938	384.070	237.291	146.693	109.919	36.846	274.256	290.941	11.546	89.801	46.851	19.398	345.811	137.998	513.120	195.199	271.329	83.083	51.104	392.713	261.361	222.307	69.920
FOPNL	13.999	11.133	8.549	7.079	17.347	13.948	9.905	16.238	13.389	17.986	5.637	6.554	9.575	6.148	7.531	18.260	16.301	15.580	15.478	11.909	12.633	9.225	19.497	16.701	18.099	10.898	8.044	4.872	5.392	20.884
ABCC1	14.050	14.457	16.638	14.210	15.257	17.966	15.132	14.900	12.376	11.849	14.371	15.923	8.700	10.328	11.230	13.706	11.436	13.421	20.149	12.162	15.153	13.414	18.151	16.686	12.124	10.174	13.474	15.532	12.510	18.275
ABCC6	0.650	2.858	2.340	2.714	0.716	0.699	1.350	1.722	2.004	1.041	1.237	1.744	0.897	2.312	2.245	0.371	0.583	0.540	0.591	1.512	1.564	1.962	1.737	1.868	2.257	1.410	1.619	1.963	1.770	3.191
PM5	2.556	5.398	5.288	5.025	3.198	3.387	5.808	5.430	5.373	3.412	4.839	4.853	3.342	4.637	5.462	3.384	4.026	2.470	2.388	2.231	4.035	5.118	5.145	5.415	4.209	1.944	4.710	6.325	4.819	5.669
XYLT1	1.574	3.952	6.811	5.863	1.895	1.446	5.355	3.810	3.587	2.127	2.111	2.625	1.142	2.997	3.097	2.042	2.269	1.497	1.632	1.794	2.383	4.426	3.193	3.157	2.276	1.319	2.218	4.609	4.526	4.686
RPS15A	69.054	55.021	44.193	44.831	76.513	91.665	98.717	83.150	51.281	50.195	106.124	86.531	104.251	29.154	37.142	104.668	227.241	108.198	213.029	144.610	84.256	63.448	105.891	123.058	126.329	34.147	126.030	62.596	30.266	66.952
ARL6IP1	27.312	44.216	48.852	34.344	27.855	26.092	61.644	54.488	61.476	34.154	99.494	104.021	72.435	52.160	49.089	36.294	40.249	33.691	45.823	47.382	43.711	54.787	51.053	54.186	43.063	27.612	48.677	67.354	58.243	50.682
SMG1	5.724	8.076	11.888	11.101	5.159	6.878	9.366	7.703	9.863	6.235	10.412	12.282	4.519	9.164	9.225	4.883	6.358	4.686	6.494	5.454	8.534	10.215	8.360	7.977	7.916	5.806	7.454	12.489	11.983	10.544
CLEC19A	0.053	0.526	0.256	0.581	0.316	0.000	0.611	0.321	0.773	0.423	0.826	0.448	1.100	0.444	1.043	0.070	0.000	0.116	0.000	0.247	0.642	0.581	0.261	0.408	0.059	0.000	0.779	0.400	0.357	0.288
SYT17	0.872	0.553	0.971	0.734	0.850	0.569	1.429	0.676	0.720	0.869	3.034	1.919	1.934	1.683	1.198	0.484	0.566	0.183	0.324	0.781	1.217	1.137	1.045	0.830	0.375	0.295	0.707	1.460	0.959	0.078
ITPRIPL2	6.772	7.432	14.935	10.561	6.565	6.583	13.106	8.943	9.722	8.149	12.379	10.764	6.721	12.225	10.037	7.934	7.021	7.299	7.929	7.863	9.929	11.034	8.140	7.909	6.476	6.259	6.269	12.582	12.390	8.038
COQ7	1.961	2.666	2.116	2.355	2.541	2.204	2.636	3.045	2.335	3.058	2.119	2.106	2.228	1.703	2.197	2.749	2.171	3.328	2.784	2.816	2.855	2.558	2.845	2.672	2.505	3.237	2.145	2.651	2.469	3.534
TMC7	6.583	11.117	14.772	16.923	2.146	2.145	6.633	11.147	7.553	3.075	9.957	18.155	8.539	10.203	10.104	1.586	2.799	2.980	3.809	1.995	7.058	6.892	7.737	6.541	6.151	1.964	5.189	11.347	13.499	16.934
TMC5	1.324	2.616	0.552	2.237	0.658	0.173	2.117	5.561	1.166	0.440	0.961	1.152	0.409	0.908	0.963	0.740	0.966	0.080	0.474	0.571	3.696	0.778	2.492	2.260	3.343	0.576	0.944	0.821	1.547	12.180
GDE1	2.320	4.963	3.664	5.148	1.953	1.397	3.191	6.540	3.657	2.697	4.097	3.209	4.123	3.235	2.954	0.620	3.548	1.385	1.902	1.233	4.397	4.183	4.403	4.346	4.634	1.041	2.522	5.216	3.940	6.965
CCP110	6.475	8.441	11.225	11.179	7.414	10.268	6.758	9.310	6.164	8.191	8.257	8.085	3.061	6.579	7.259	5.811	8.481	5.404	8.277	4.542	8.847	6.586	9.225	7.495	7.103	5.902	5.494	8.088	10.679	13.073
C16orf52	3.329	4.463	5.641	5.364	3.418	3.397	4.392	3.334	4.194	3.735	5.552	6.123	2.970	3.505	4.056	3.964	3.351	2.314	3.266	3.490	3.077	4.317	3.705	3.576	3.352	3.205	4.449	6.554	5.602	3.958
VWA3A	0.270	1.327	0.770	0.632	0.217	0.118	0.742	1.174	0.319	0.166	0.347	0.288	0.131	1.963	1.820	0.000	0.429	0.000	0.201	0.000	1.664	0.773	0.852	0.479	0.558	0.122	0.305	0.488	1.540	3.315
LOC771638	0.582	2.625	1.748	1.770	0.578	0.027	1.139	1.858	0.655	0.464	2.057	2.150	0.865	3.524	3.257	0.051	0.364	0.000	0.344	0.391	2.437	2.801	1.272	0.729	0.846	0.484	0.961	0.958	2.415	4.984
SDR42E2	3.514	11.478	7.462	10.665	0.648	0.307	2.503	9.898	2.417	2.166	7.536	7.617	4.864	18.792	17.535	2.330	0.544	0.356	0.700	4.385	6.169	9.987	4.871	4.051	2.754	4.309	8.041	3.397	8.382	11.579
EEF2K	11.696	21.395	13.336	15.239	9.156	11.104	9.683	13.274	10.802	9.622	10.249	8.974	5.948	13.359	13.103	7.493	7.468	8.171	8.050	6.552	8.323	11.716	11.532	10.530	11.508	11.942	10.855	11.735	14.556	17.674
POLR3E	7.476	5.894	7.111	6.149	5.279	7.788	5.577	6.805	5.456	6.999	12.279	14.807	7.787	4.739	5.028	8.183	6.305	7.346	8.528	7.093	5.943	5.662	6.973	6.563	7.511	6.534	6.191	7.426	7.792	6.418
CDR2	8.050	4.968	4.335	5.266	4.990	8.607	3.963	6.107	4.108	6.270	2.414	4.043	2.189	1.749	1.836	9.277	6.400	6.673	5.741	6.186	3.347	4.054	4.494	4.253	3.272	5.808	4.799	3.038	2.948	5.881
LOC416622	2.354	4.129	2.678	3.596	1.530	1.376	2.732	2.998	2.865	1.447	1.989	1.600	1.619	3.279	3.383	0.790	1.395	1.006	1.568	1.621	2.734	2.634	2.656	2.599	3.305	1.846	2.403	2.209	2.859	4.987
METTL9	31.619	17.814	11.919	15.597	22.767	33.362	11.941	16.891	13.634	25.862	9.360	9.693	9.413	9.341	9.853	30.635	28.951	30.210	42.683	33.928	17.111	12.853	16.417	15.741	16.216	24.680	19.397	11.078	7.048	20.002
OTOA	1.760	1.558	0.985	1.920	0.770	1.447	1.102	2.527	0.902	0.553	1.483	1.614	0.703	1.200	1.213	1.092	1.382	0.763	1.663	1.366	2.047	1.120	1.757	1.796	1.283	0.590	1.448	1.578	1.408	2.369
IGSF6	1.425	3.135	3.875	3.342	1.871	3.740	3.594	6.019	5.073	2.840	1.994	1.921	1.681	3.284	3.272	2.626	1.210	1.446	0.983	1.474	3.409	4.008	4.895	4.459	4.588	0.897	2.800	4.970	3.796	5.880
KDELR2	26.942	45.572	49.029	44.330	32.731	31.042	40.447	55.034	45.873	37.208	42.673	44.217	38.176	36.529	34.348	29.742	36.268	30.892	31.492	33.785	40.689	38.527	40.091	43.388	45.517	35.217	37.219	38.505	35.682	55.455
DAGLB	2.607	6.044	5.233	5.934	2.591	3.170	4.971	7.037	4.107	4.358	7.770	6.992	3.600	5.729	5.007	3.421	2.630	2.881	2.482	3.872	4.069	5.336	4.321	4.307	4.105	2.882	4.320	5.140	6.085	6.530
RAC1	247.284	164.018	177.696	151.069	206.325	236.650	148.021	138.736	159.366	193.417	201.168	283.999	168.396	184.071	179.096	245.392	203.714	241.614	225.809	222.127	146.241	126.184	169.040	176.001	181.227	218.716	188.161	218.774	172.424	166.924
SMIM10L1	3.287	2.949	2.459	2.529	3.211	3.995	2.452	2.450	2.006	2.147	2.665	4.195	1.237	2.503	2.246	3.182	4.165	3.385	3.839	2.846	2.792	1.968	3.052	3.139	3.668	1.714	3.598	3.759	2.445	3.617
CYTH3	20.644	18.629	23.593	14.165	29.290	32.044	16.025	14.441	19.155	28.305	18.574	30.369	10.037	15.296	15.376	29.374	25.517	25.207	17.918	18.677	20.679	22.448	23.590	21.410	24.802	19.394	13.578	22.502	18.174	17.583
RMI2	5.020	6.145	5.634	6.796	7.329	3.967	5.069	7.500	4.699	5.593	8.040	7.180	5.475	4.000	4.322	4.662	3.527	3.264	5.139	2.117	8.935	8.082	8.716	7.120	7.367	3.516	4.439	2.953	4.093	5.100
SOCS1	8.029	19.183	19.184	14.898	9.792	13.414	17.558	20.768	22.207	11.154	10.468	17.980	12.241	12.601	11.009	15.539	10.350	10.462	5.876	8.181	9.056	11.002	15.958	19.869	16.137	12.982	15.621	30.083	18.355	25.670
CLEC16A	4.408	5.833	8.691	7.318	4.564	4.469	5.419	5.463	5.410	3.853	7.895	7.971	4.598	6.553	6.485	4.777	4.695	4.838	5.497	4.653	5.563	6.086	5.509	4.865	4.594	3.409	5.890	8.100	6.087	5.787
DEXI	0.552	1.066	0.935	1.052	0.311	0.527	0.824	1.067	0.915	0.683	1.074	0.952	0.443	1.051	1.038	0.235	0.587	0.228	0.456	0.856	0.985	1.044	0.526	0.700	0.866	0.306	0.807	0.874	0.853	0.715
CIITA	0.761	2.322	3.577	3.321	1.868	1.676	4.149	5.241	2.883	1.472	0.834	1.168	0.581	0.891	0.826	1.145	1.050	1.060	0.745	1.262	2.547	2.529	4.764	3.502	2.334	0.997	2.011	3.154	2.774	5.091
TVP23A	11.901	11.658	4.809	8.263	9.072	35.645	11.014	20.435	8.544	20.472	4.947	4.551	4.432	3.767	3.979	22.963	13.666	16.218	15.923	13.240	12.034	9.036	15.504	11.921	7.532	7.821	8.174	4.550	3.612	22.162
NUBP1	10.589	8.737	12.689	12.539	10.495	16.403	19.329	14.139	16.891	19.198	21.291	23.651	10.989	11.444	12.676	15.670	13.847	13.177	11.698	18.618	15.094	13.186	17.271	18.270	11.585	11.332	12.606	15.092	13.790	12.771
TEKT5	0.495	0.099	2.390	0.766	0.939	1.654	0.829	0.408	1.760	0.987	1.893	3.145	0.568	1.829	1.366	1.831	1.605	2.410	1.884	4.679	1.926	2.461	1.623	1.959	1.459	0.793	0.537	5.576	4.202	0.905
EMP2	84.849	90.139	232.432	120.215	70.095	96.241	95.899	64.371	110.786	79.496	195.715	197.838	109.889	137.231	127.311	76.182	78.653	68.334	87.116	61.095	110.691	102.073	89.496	102.912	91.398	75.436	87.546	189.026	183.727	109.748
GRIN2A	0.281	0.927	4.133	1.779	0.393	1.524	0.885	0.324	1.161	0.640	1.407	2.207	0.406	1.583	1.157	0.376	0.377	0.483	0.785	0.365	0.715	1.342	0.738	1.336	0.788	0.253	0.547	2.194	2.798	1.136
LOC121106771	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
C16orf72	78.247	43.807	37.604	38.044	73.724	86.844	36.629	42.195	40.447	69.936	29.684	44.790	21.850	38.094	38.832	80.112	57.122	67.649	71.558	51.025	47.595	30.251	53.667	51.013	54.855	60.554	33.458	31.243	30.564	51.320
LOC112533470	3.012	3.593	3.003	2.838	5.565	4.018	4.299	4.319	4.100	3.890	1.784	1.636	1.166	1.876	2.197	4.565	3.025	4.684	4.849	3.884	3.237	1.810	3.165	3.042	3.414	1.433	0.934	1.456	0.785	2.331
USP7	20.953	15.928	17.835	15.431	20.219	27.332	13.108	14.685	13.412	14.868	17.852	22.840	12.017	11.922	12.192	18.054	17.895	19.271	23.962	16.381	14.291	13.761	15.361	16.819	15.929	16.458	17.943	17.441	14.623	20.313
LOC107054634	0.083	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.297	0.740	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
CARHSP1	19.766	14.752	39.460	27.886	21.517	20.753	27.908	24.846	18.903	20.762	47.400	35.796	31.299	28.427	26.148	28.306	32.323	38.553	35.982	39.647	24.306	23.148	27.199	24.223	23.745	27.401	19.408	36.431	32.879	22.214
PMM2	21.441	14.916	13.989	16.000	18.733	16.556	14.938	17.528	14.095	17.508	16.871	11.831	12.177	15.128	15.044	23.881	26.966	30.283	27.267	24.186	15.298	13.748	15.732	15.957	17.170	27.584	14.047	17.161	16.144	32.557
TMEM186	3.195	5.360	6.382	7.471	4.256	6.247	7.020	8.659	6.049	5.285	6.464	5.884	4.135	6.257	5.140	6.810	6.550	6.639	7.370	8.546	7.465	5.652	6.038	5.416	5.548	5.558	5.092	7.040	5.548	8.804
ABAT	1.301	2.628	2.725	3.925	1.222	3.024	2.710	2.893	2.229	2.239	1.849	1.998	1.181	3.601	3.566	3.065	1.706	1.462	1.119	3.956	3.201	2.204	2.441	2.785	3.348	2.016	2.093	3.284	2.550	5.298
LOC107054581	0.670	0.000	0.180	0.136	0.000	0.158	0.257	0.113	0.000	1.557	0.193	0.000	0.101	0.267	0.000	0.000	0.000	0.244	0.000	0.000	0.415	0.122	0.092	0.095	0.250	0.000	0.205	0.093	0.094	0.259
METTL22	3.974	2.996	2.549	3.009	6.173	6.129	3.841	4.567	2.942	4.709	1.377	1.406	1.603	1.296	1.539	5.726	5.685	5.347	5.907	5.090	3.776	2.554	4.443	3.891	4.598	2.531	4.181	1.932	2.081	4.087
TMEM114	0.000	0.000	0.044	0.033	0.000	0.000	0.000	0.028	0.042	0.000	0.000	0.016	0.037	0.033	0.000	0.000	0.000	0.030	0.044	0.339	0.000	0.000	0.067	0.000	0.000	0.000	0.000	0.000	0.023	0.000
LOC121106775	0.062	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.072	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LOC107054637	0.552	0.715	0.052	0.198	0.194	0.000	0.187	0.000	0.025	0.130	0.131	0.000	0.102	0.117	0.638	0.256	0.671	0.249	0.732	0.101	0.030	0.498	0.080	0.194	0.036	0.477	0.030	0.109	0.082	0.201
LOC121106774	0.064	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.073	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
RBFOX1	0.025	0.055	0.000	0.031	0.037	0.000	0.014	0.025	0.029	0.000	0.014	0.023	0.011	0.030	0.022	0.033	0.024	0.027	0.040	0.019	0.023	0.041	0.021	0.011	0.028	0.055	0.092	0.011	0.053	0.058
LOC112533448	0.000	0.042	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.271	0.000	0.000	0.000	0.061	0.000	0.000	0.000	0.062	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LOC121106782	0.000	0.000	0.000	0.000	0.143	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.105	0.000	0.297	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
IL20RB	0.000	0.000	0.000	0.044	0.000	0.000	0.000	0.036	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.084
GSG1L	0.000	0.000	0.153	0.077	0.000	0.179	0.219	0.128	0.097	0.000	0.838	0.267	1.083	0.378	0.282	0.000	0.000	0.035	0.000	0.147	0.265	0.173	0.156	0.270	0.177	0.046	0.029	0.106	0.106	0.171
KIAA0556	1.052	3.120	2.096	2.036	1.285	2.125	1.927	3.253	2.552	1.917	2.177	2.765	1.436	2.192	2.112	1.499	1.335	1.216	1.436	1.928	3.608	2.752	3.138	3.105	2.879	1.486	2.022	2.953	4.342	6.266
GTF3C1	4.706	5.870	8.316	9.456	3.236	4.475	9.564	9.672	8.089	6.114	9.708	8.319	6.765	8.052	7.630	3.896	3.680	3.521	4.645	4.521	7.754	7.385	6.591	8.118	7.358	3.497	6.410	9.968	8.472	7.544
POLR3K	54.798	74.479	88.667	77.373	108.383	77.252	103.482	121.966	97.797	139.788	120.880	93.733	129.059	87.629	75.914	88.247	110.532	124.622	101.422	89.988	105.085	90.170	81.639	73.728	75.848	92.736	77.133	58.721	62.705	52.275
SNRNP25	101.105	123.168	146.336	122.996	174.259	130.500	155.818	183.914	167.314	196.603	200.186	130.095	195.092	151.544	135.683	153.233	166.542	201.383	134.249	148.804	161.951	122.328	151.705	135.086	114.094	139.201	140.615	102.832	102.514	83.133
RHBDF1	1.947	2.344	5.116	4.011	1.684	1.741	2.911	1.795	3.181	1.898	5.223	5.308	3.071	4.186	4.055	1.497	2.110	2.082	2.278	1.953	4.290	2.460	2.677	3.044	3.367	2.662	3.044	4.878	5.164	4.221
MPG	6.040	7.176	9.071	6.955	8.763	12.636	5.008	10.960	10.129	7.865	10.116	5.627	13.788	9.240	7.479	6.658	6.801	6.338	9.076	8.998	6.294	10.307	8.253	10.930	9.002	8.042	6.352	10.316	11.992	12.090
NPRL3	1.863	1.731	2.222	2.911	2.298	1.430	2.552	2.363	3.054	2.369	3.331	4.198	2.388	2.303	1.893	2.803	2.501	2.352	2.663	2.118	1.733	3.373	2.001	3.207	2.603	1.745	2.180	5.055	5.147	2.386
HBZ	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.687	0.000	0.860	0.810	0.942	0.000	0.000	0.000	0.000	0.000	0.721	0.000	0.000	1.470	0.245	0.255	0.000	0.000	0.000	0.625	0.754	0.000
HBAD	124.823	296.598	2016.180	521.319	158.209	138.755	2461.771	72.431	1614.732	335.601	7905.950	7642.624	48193.809	1746.682	2718.760	92.856	123.257	135.067	394.335	231.722	125.600	3604.734	389.266	1630.008	149.874	178.783	1206.299	2966.587	1530.215	41.700
HBA1	557.808	926.185	7193.462	3277.105	542.313	415.076	9215.680	293.687	6618.558	1422.522	36765.729	32793.297	155805.425	9862.267	11892.961	547.125	601.014	705.762	1466.873	1201.664	436.122	13183.333	1551.493	6367.915	504.083	540.086	3831.859	10640.211	8565.290	221.880
TMEM8A	11.189	6.625	13.516	11.934	12.402	14.697	10.913	6.886	12.119	10.393	24.409	28.260	10.668	12.520	12.143	10.919	14.246	13.427	12.706	8.731	9.084	16.522	8.393	10.146	7.795	13.708	10.582	23.580	21.426	6.954
MRPL28	36.201	51.139	47.396	48.142	54.943	58.735	69.352	64.779	61.967	60.022	62.673	53.282	61.165	51.429	49.375	85.943	75.040	79.688	94.842	92.058	65.531	49.413	58.954	56.746	52.146	57.513	54.484	42.092	44.854	48.007
AXIN1	11.490	11.980	10.885	11.876	19.844	21.091	12.430	12.913	13.412	17.404	15.674	15.505	10.472	14.076	13.238	16.652	14.000	20.978	21.202	12.731	15.690	15.692	14.985	13.862	14.774	16.768	15.775	13.838	15.559	12.901
PDIA2	4.630	4.414	3.251	5.291	5.897	4.641	5.816	6.138	5.875	5.984	5.384	4.699	9.924	4.427	9.873	3.424	9.426	6.779	6.279	6.488	4.960	4.819	5.107	4.623	3.419	12.238	8.364	4.699	5.311	4.842
ARHGDIG	19.850	19.525	18.915	15.152	13.692	17.167	27.789	17.344	23.583	28.085	18.570	18.008	31.216	23.353	23.775	29.523	23.813	18.892	17.546	39.503	14.994	14.647	17.551	17.542	14.793	24.007	27.632	21.314	19.058	8.253
RGS11	3.574	7.089	6.883	4.282	5.085	6.660	17.023	8.243	14.536	11.549	11.856	11.091	7.466	17.733	18.085	8.527	10.060	4.558	4.359	16.638	6.046	7.997	7.902	10.770	8.535	4.851	12.863	15.597	11.070	2.808
FAM234A	10.054	15.005	21.807	16.780	14.298	8.366	20.013	18.142	21.159	16.400	23.325	21.271	11.577	21.035	22.200	9.383	10.363	8.995	9.174	9.935	16.540	23.152	15.655	16.169	15.173	15.314	14.912	19.563	22.025	16.769
LUC7L	23.963	33.051	32.833	36.006	14.191	17.944	28.893	28.165	33.347	27.311	53.147	36.537	66.946	39.913	40.416	18.565	17.810	16.567	15.614	22.920	27.816	29.719	30.004	35.240	26.687	24.913	28.970	38.317	41.993	26.876
LOC416655	1.080	1.226	0.532	0.953	0.727	0.492	0.702	1.650	1.015	0.764	0.311	0.399	2.464	2.872	3.079	0.229	0.327	0.267	0.421	1.784	1.345	0.743	0.885	0.847	1.382	1.355	2.204	0.919	2.154	2.439
CLCN7	4.164	9.270	12.044	11.969	5.689	4.730	13.499	13.642	13.059	6.521	18.707	22.768	17.386	14.573	13.811	3.187	4.558	4.579	4.628	7.269	10.769	16.728	11.155	11.931	9.558	6.005	10.297	16.788	15.930	8.976
ECI1	53.003	70.648	47.243	59.787	63.782	59.277	70.908	82.241	62.678	63.220	60.713	53.362	73.575	56.434	58.179	71.057	83.385	75.201	75.560	106.866	73.646	77.911	74.553	75.915	86.558	80.462	75.151	55.207	47.658	53.788
DNASE1L2	0.000	0.000	0.175	0.132	0.000	0.000	0.000	0.658	0.083	0.000	0.188	0.656	0.147	0.130	0.000	0.000	0.204	0.119	0.000	0.000	0.405	0.119	0.178	0.093	0.000	0.000	0.499	0.091	0.183	0.168
DNASE1	1.439	0.559	0.136	0.515	0.505	0.000	0.000	0.341	0.000	0.169	0.146	0.102	0.114	0.506	0.454	0.000	0.000	0.185	0.000	0.657	0.000	0.000	0.000	0.000	0.000	0.000	0.854	0.213	1.211	0.328
C7orf26	5.724	11.737	10.242	10.640	9.829	9.839	9.702	9.048	10.325	8.945	11.636	10.979	9.903	12.369	12.759	7.451	7.133	7.809	7.077	9.238	8.308	9.167	9.611	10.710	10.954	10.020	9.450	11.119	10.979	8.965
NAA60	2.791	2.188	1.720	3.322	2.080	2.686	2.427	3.053	1.730	3.018	3.079	3.666	1.739	2.661	3.128	2.065	2.563	2.142	2.055	2.211	4.005	2.955	3.067	2.711	4.115	2.529	2.532	2.883	2.997	3.285
NUDT16L1	71.036	99.249	90.097	91.236	72.247	76.553	105.410	120.071	104.782	111.719	107.244	89.152	114.932	79.617	79.490	108.142	94.084	104.525	98.558	135.282	90.570	96.117	96.421	95.490	78.507	109.381	93.756	91.263	78.220	85.148
MGRN1	42.974	24.435	15.641	24.756	19.483	19.471	26.673	22.559	24.966	27.949	39.611	24.419	47.279	21.059	24.452	16.609	37.802	24.823	42.552	56.100	25.208	23.393	26.450	28.916	22.932	19.195	31.260	17.524	16.425	15.300
UBALD1	70.264	83.215	94.408	82.673	87.766	61.513	71.904	80.764	75.051	79.495	141.544	137.970	187.684	114.532	111.525	73.785	72.093	92.464	88.835	87.580	74.673	106.970	84.462	86.688	57.853	76.109	97.759	119.889	88.965	58.213
C16orf96	1.615	1.149	2.140	3.350	1.416	0.269	3.172	1.915	3.278	1.988	9.522	5.063	2.717	3.405	3.647	2.056	2.050	1.454	1.453	2.063	2.960	7.117	3.076	3.243	1.592	1.255	2.004	3.976	6.312	1.690
CDIP1	27.150	25.901	32.246	24.129	24.495	29.627	28.757	22.672	28.443	37.299	61.596	58.434	46.662	30.416	28.439	35.361	24.965	34.217	35.495	39.652	32.259	33.311	36.345	37.348	32.478	26.881	21.189	31.279	38.728	18.562
HMOX2	22.840	30.090	22.611	23.669	17.373	24.116	24.948	36.149	24.763	36.159	36.097	41.816	33.329	20.502	20.061	33.427	26.018	37.812	37.529	48.427	26.237	26.734	25.237	29.846	30.206	30.988	30.648	23.177	19.967	25.313
ZKSCAN7	3.142	4.900	6.370	3.431	2.729	2.483	3.676	3.467	3.226	2.515	5.632	4.904	2.386	6.003	4.905	3.507	2.182	2.570	3.784	3.264	3.315	1.868	3.144	2.767	3.015	2.398	2.723	4.951	4.309	1.915
SLX4	2.204	2.784	5.185	3.763	2.888	3.102	3.016	4.583	3.298	2.679	4.761	4.531	1.527	4.808	4.802	2.879	3.376	2.842	3.358	2.884	3.596	3.719	3.598	3.518	3.303	2.671	2.556	4.899	5.313	5.821
TRAP1	21.367	18.798	16.987	16.891	23.485	25.096	27.087	25.184	20.084	26.729	16.769	15.603	12.327	14.890	16.760	19.386	24.392	25.056	22.610	20.564	20.796	22.473	30.305	26.546	26.542	20.950	20.761	18.687	17.096	22.398
CREBBP	7.052	11.511	16.177	16.038	8.842	9.446	11.150	10.377	11.685	12.542	13.972	19.229	5.593	16.606	16.955	8.099	6.908	9.087	8.632	6.613	11.048	16.392	11.063	10.656	11.159	9.299	8.496	17.623	21.300	13.493
LOC112533474	0.127	0.196	0.184	0.155	0.133	0.198	0.117	0.051	0.088	0.076	0.110	0.138	0.086	0.182	0.295	0.033	0.024	0.070	0.082	0.178	0.154	0.167	0.115	0.152	0.128	0.075	0.047	0.277	0.182	0.010
ADCY9	9.896	18.106	25.349	19.078	12.911	14.065	23.970	12.858	21.391	16.843	36.837	37.408	22.668	23.382	23.756	10.903	15.196	12.651	15.791	16.261	15.807	26.766	16.024	20.359	15.085	12.668	19.804	31.535	32.398	10.962
SRL	0.164	0.965	0.176	0.133	0.163	0.000	4.733	0.166	0.084	0.000	0.316	0.396	0.222	0.131	0.196	0.216	0.000	0.000	0.000	0.000	0.051	0.480	0.135	0.327	0.061	0.000	0.000	0.046	0.323	0.170
TFAP4	13.047	15.562	22.363	19.839	22.724	29.319	17.065	19.943	13.786	17.808	19.284	13.455	10.527	25.678	22.099	16.702	13.307	21.355	15.868	21.952	16.824	11.092	14.475	14.859	13.870	22.180	21.754	16.267	28.455	17.669
GLIS2	48.012	58.857	65.999	60.461	78.670	81.558	46.016	43.538	50.587	106.401	46.555	48.128	24.133	69.170	71.802	101.910	76.520	128.643	62.004	75.773	50.258	41.405	51.033	50.560	78.717	86.099	37.564	50.605	55.972	43.060
PAM16	54.772	54.402	64.717	60.158	58.317	57.518	79.111	85.035	65.774	66.441	116.052	87.110	122.262	65.463	76.864	66.127	71.072	63.468	81.631	98.114	67.855	83.543	72.746	72.401	59.651	61.361	65.883	65.385	71.491	47.715
CORO7	28.108	39.249	30.516	37.856	24.074	16.348	39.691	36.024	32.672	27.593	24.319	21.357	28.524	28.853	31.107	37.367	28.620	28.082	27.361	46.939	25.866	32.750	35.340	36.122	22.173	24.007	28.026	30.815	30.678	29.460
VASN	10.545	13.312	13.314	15.363	7.604	5.013	9.242	7.714	9.686	7.936	10.933	10.082	11.072	12.901	13.334	6.939	6.947	10.541	9.215	5.889	9.175	10.481	7.243	6.957	10.848	9.867	9.643	14.455	9.002	7.751
DNAJA3	30.109	25.064	24.962	25.724	38.511	43.310	25.309	45.602	28.265	36.065	35.195	36.562	26.120	26.401	25.179	37.874	43.122	43.776	45.214	30.964	42.760	27.292	32.466	34.040	36.418	29.587	29.882	22.539	22.740	44.154
